0,2013,2014,2015,2016,2017,2018,2019,2020,2021
增值服務_成本,"15,384","20,619","28,422","37,622","61,389","73,961","94,086","121,287","138,636"
網絡廣告_成本,"2,777","4,660","8,941","15,396","25,586","37,273","34,860","40,011","48,072"
其他_成本,378,"1,147","4,268","14,421","33,860","59,340","6,979","7,399","6,667"
收入成本總额_成本,"27,778","30,873","41,631","67,439","120,835","170,574","209,756","260,532","314,174"
金融科技及企業服務_成本,0,0,0,0,0,0,"73,831","91,835","120,799"
電子商務交易_成本,"9,239","4,447",0,0,0,0,0,0,0
